법정동,단지명,floor,지번,area,transaction_price,construction_year,위도,경도,가장 가까운 학교,school_distance,가장 가까운 역,subway_distance,가장 가까운 마트,mart_distance,construction_company,단지 고유번호,number_of_buildings,total_floors
홍파동,경희궁자이(2단지),8,199,116.986,"250,000",2017,37.5708395,126.963559,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,1.11101E+13,14,21
홍파동,경희궁자이(2단지),2,199,116.938,"245,000",2017,37.5708395,126.963559,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,1.11101E+13,14,21
무악동,인왕산아이파크,15,60,157.289,"241,000",2008,37.5770089,126.9574493,서울독립문초등학교,390,독립문역 3호선,284,GS더프레시 무악현대점,329,HDC현대산업개발,1.11101E+13,17,15
홍파동,경희궁자이(2단지),4,199,101.991,"234,500",2017,37.5708395,126.963559,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,1.11101E+13,14,21
홍파동,경희궁자이(2단지),9,199,84.614,"222,500",2017,37.5708395,126.963559,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,1.11101E+13,14,21
홍파동,경희궁자이(2단지),5,199,84.614,"221,800",2017,37.5708395,126.963559,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,1.11101E+13,14,21
평동,경희궁자이(3단지),15,233,84.614,"215,000",2017,37.568605,126.9660555,서울금화초등학교,266,서대문역 5호선,320,하나로마트 서대문점,349,GS건설,1.11101E+13,8,20
평동,경희궁자이(3단지),6,233,84.8359,"209,000",2017,37.568605,126.9660555,서울금화초등학교,266,서대문역 5호선,320,하나로마트 서대문점,349,GS건설,1.11101E+13,8,20
내수동,경희궁의아침4단지,13,73,150.48,"205,000",2004,37.5726327,126.9722416,서울덕수초등학교,489,경복궁역 3호선,374,서서울농협하나로마트 사직점,304,쌍용,1.11101E+13,1,16
내수동,경희궁의아침3단지,3,72,150.48,"200,000",2004,37.573598,126.9720984,서울덕수초등학교,592,경복궁역 3호선,282,서서울농협하나로마트 사직점,223,쌍용,1.11101E+13,1,16
홍파동,경희궁자이(2단지),9,199,84.8359,"199,000",2017,37.5708395,126.963559,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,1.11101E+13,14,21
평동,경희궁자이(3단지),16,233,84.836,"197,000",2017,37.568605,126.9660555,서울금화초등학교,266,서대문역 5호선,320,하나로마트 서대문점,349,GS건설,1.11101E+13,8,20
홍파동,경희궁자이(2단지),12,199,84.907,"195,000",2017,37.5708395,126.963559,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,1.11101E+13,14,21
홍파동,경희궁자이(2단지),2,199,84.614,"189,000",2017,37.5708395,126.963559,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,1.11101E+13,14,21
평동,경희궁자이(3단지),7,233,84.614,"189,000",2017,37.568605,126.9660555,서울금화초등학교,266,서대문역 5호선,320,하나로마트 서대문점,349,GS건설,1.11101E+13,8,20
홍파동,경희궁자이(2단지),21,199,84.836,"185,000",2017,37.5708395,126.963559,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,1.11101E+13,14,21
평동,경희궁자이(3단지),17,233,84.836,"185,000",2017,37.568605,126.9660555,서울금화초등학교,266,서대문역 5호선,320,하나로마트 서대문점,349,GS건설,1.11101E+13,8,20
사직동,광화문스페이스본(101동~105동),8,9,158.99,"185,000",2008,37.5744263,126.9689015,서울매동초등학교,390,경복궁역 3호선,450,서서울농협하나로마트 사직점,101,풍림산업,1.11101E+13,5,14
내수동,경희궁의아침4단지,14,73,124.17,"185,000",2004,37.5726327,126.9722416,서울덕수초등학교,489,경복궁역 3호선,374,서서울농협하나로마트 사직점,304,쌍용,1.11101E+13,1,16
평동,경희궁자이(3단지),9,233,84.836,"183,000",2017,37.568605,126.9660555,서울금화초등학교,266,서대문역 5호선,320,하나로마트 서대문점,349,GS건설,1.11101E+13,8,20
내수동,경희궁파크팰리스,7,95,147.62,"181,000",2003,37.574191,126.9705893,서울매동초등학교,497,경복궁역 3호선,327,서서울농협하나로마트 사직점,77,삼성건설,1.11101E+13,3,16
평동,경희궁자이(3단지),6,233,84.836,"180,000",2017,37.568605,126.9660555,서울금화초등학교,266,서대문역 5호선,320,하나로마트 서대문점,349,GS건설,1.11101E+13,8,20
내수동,경희궁의아침3단지,13,72,123.13,"180,000",2004,37.573598,126.9720984,서울덕수초등학교,592,경복궁역 3호선,282,서서울농협하나로마트 사직점,223,쌍용,1.11101E+13,1,16
평동,경희궁자이(3단지),11,233,84.944,"177,500",2017,37.568605,126.9660555,서울금화초등학교,266,서대문역 5호선,320,하나로마트 서대문점,349,GS건설,1.11101E+13,8,20
홍파동,경희궁자이(2단지),4,199,84.836,"177,000",2017,37.5708395,126.963559,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,1.11101E+13,14,21
내수동,경희궁의아침2단지,4,71,124.17,"177,000",2004,37.5739773,126.9713123,서울매동초등학교,558,경복궁역 3호선,292,서서울농협하나로마트 사직점,141,쌍용,1.11101E+13,1,16
홍파동,경희궁자이(2단지),4,199,84.907,"175,000",2017,37.5708395,126.963559,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,1.11101E+13,14,21
내수동,경희궁의아침2단지,4,71,174.55,"175,000",2004,37.5739773,126.9713123,서울매동초등학교,558,경복궁역 3호선,292,서서울농협하나로마트 사직점,141,쌍용,1.11101E+13,1,16
내수동,경희궁파크팰리스,5,95,147.62,"175,000",2003,37.574191,126.9705893,서울매동초등학교,497,경복궁역 3호선,327,서서울농협하나로마트 사직점,77,삼성건설,1.11101E+13,3,16
사직동,광화문스페이스본(101동~105동),7,9,158.99,"173,000",2008,37.5744263,126.9689015,서울매동초등학교,390,경복궁역 3호선,450,서서울농협하나로마트 사직점,101,풍림산업,1.11101E+13,5,14
홍파동,경희궁자이(2단지),7,199,84.614,"172,000",2017,37.5708395,126.963559,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,1.11101E+13,14,21
홍파동,경희궁자이(2단지),2,199,84.944,"172,000",2017,37.5708395,126.963559,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,1.11101E+13,14,21
홍파동,경희궁자이(2단지),2,199,84.944,"172,000",2017,37.5708395,126.963559,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,1.11101E+13,14,21
홍파동,경희궁자이(2단지),8,199,84.836,"170,000",2017,37.5708395,126.963559,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,1.11101E+13,14,21
홍파동,경희궁자이(2단지),5,199,59.895,"170,000",2017,37.5708395,126.963559,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,1.11101E+13,14,21
사직동,광화문스페이스본(101동~105동),3,9,151.81,"170,000",2008,37.5744263,126.9689015,서울매동초등학교,390,경복궁역 3호선,450,서서울농협하나로마트 사직점,101,풍림산업,1.11101E+13,5,14
평동,경희궁자이(3단지),6,233,84.836,"165,500",2017,37.568605,126.9660555,서울금화초등학교,266,서대문역 5호선,320,하나로마트 서대문점,349,GS건설,1.11101E+13,8,20
내수동,경희궁의아침3단지,7,72,150.48,"165,000",2004,37.573598,126.9720984,서울덕수초등학교,592,경복궁역 3호선,282,서서울농협하나로마트 사직점,223,쌍용,1.11101E+13,1,16
무악동,인왕산아이파크,9,60,114.931,"164,500",2008,37.5770089,126.9574493,서울독립문초등학교,390,독립문역 3호선,284,GS더프레시 무악현대점,329,HDC현대산업개발,1.11101E+13,17,15
홍파동,경희궁자이(2단지),19,199,84.907,"162,500",2017,37.5708395,126.963559,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,1.11101E+13,14,21
사직동,광화문스페이스본(106동),2,09월 01일,163.33,"162,000",2008,37.5735582,126.9677738,서울매동초등학교,449,경복궁역 3호선,579,서서울농협하나로마트 사직점,233,풍림산업,1.11101E+13,1,13
홍파동,경희궁자이(2단지),4,199,84.99,"160,000",2017,37.5708395,126.963559,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,1.11101E+13,14,21
홍파동,경희궁자이(2단지),5,199,84.934,"160,000",2017,37.5708395,126.963559,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,1.11101E+13,14,21
홍파동,경희궁자이(2단지),14,199,84.99,"155,000",2017,37.5708395,126.963559,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,1.11101E+13,14,21
평동,경희궁자이(3단지),15,233,77.654,"154,000",2017,37.568605,126.9660555,서울금화초등학교,266,서대문역 5호선,320,하나로마트 서대문점,349,GS건설,1.11101E+13,8,20
무악동,경희궁롯데캐슬,1,89,84.8792,"151,000",2019,37.5738242,126.9593223,서울독립문초등학교,99,독립문역 3호선,143,GS더프레시 무악현대점,61,롯데건설,1.11101E+13,4,15
무악동,현대,5,82,114.9,"150,000",2000,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,1.11101E+13,12,13
명륜2가,명륜동주상복합아남아파트,7,237,172.17,"149,900",1999,37.585619,127.0002684,동성중학교,203,혜화역 4호선,423,홈플러스익스프레스 명륜2점,47,알 수 없음,1.11101E+13,1,8
사직동,광화문스페이스본(101동~105동),12,9,121.37,"149,500",2008,37.5744263,126.9689015,서울매동초등학교,390,경복궁역 3호선,450,서서울농협하나로마트 사직점,101,풍림산업,1.11101E+13,5,14
사직동,광화문스페이스본(101동~105동),14,9,145.53,"145,000",2008,37.5744263,126.9689015,서울매동초등학교,390,경복궁역 3호선,450,서서울농협하나로마트 사직점,101,풍림산업,1.11101E+13,5,14
사직동,광화문스페이스본(101동~105동),2,9,158.99,"145,000",2008,37.5744263,126.9689015,서울매동초등학교,390,경복궁역 3호선,450,서서울농협하나로마트 사직점,101,풍림산업,1.11101E+13,5,14
명륜2가,명륜동주상복합아남아파트,3,237,172.17,"145,000",1999,37.585619,127.0002684,동성중학교,203,혜화역 4호선,423,홈플러스익스프레스 명륜2점,47,알 수 없음,1.11101E+13,1,8
사직동,광화문스페이스본(101동~105동),5,9,108.07,"144,000",2008,37.5744263,126.9689015,서울매동초등학교,390,경복궁역 3호선,450,서서울농협하나로마트 사직점,101,풍림산업,1.11101E+13,5,14
무악동,인왕산아이파크,13,60,84.858,"144,000",2008,37.5770089,126.9574493,서울독립문초등학교,390,독립문역 3호선,284,GS더프레시 무악현대점,329,HDC현대산업개발,1.11101E+13,17,15
무악동,인왕산아이파크,11,60,114.931,"140,000",2008,37.5770089,126.9574493,서울독립문초등학교,390,독립문역 3호선,284,GS더프레시 무악현대점,329,HDC현대산업개발,1.11101E+13,17,15
무악동,현대,10,82,114.9,"140,000",2000,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,1.11101E+13,12,13
무악동,현대,10,82,114.9,"139,950",2000,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,1.11101E+13,12,13
무악동,인왕산아이파크,8,60,84.858,"139,800",2008,37.5770089,126.9574493,서울독립문초등학교,390,독립문역 3호선,284,GS더프레시 무악현대점,329,HDC현대산업개발,1.11101E+13,17,15
사직동,광화문스페이스본(101동~105동),8,9,94.51,"138,000",2008,37.5744263,126.9689015,서울매동초등학교,390,경복궁역 3호선,450,서서울농협하나로마트 사직점,101,풍림산업,1.11101E+13,5,14
무악동,현대,19,82,84.92,"137,990",2000,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,1.11101E+13,12,13
무악동,인왕산아이파크,2,60,114.931,"137,500",2008,37.5770089,126.9574493,서울독립문초등학교,390,독립문역 3호선,284,GS더프레시 무악현대점,329,HDC현대산업개발,1.11101E+13,17,15
무악동,인왕산아이파크,8,60,84.858,"135,000",2008,37.5770089,126.9574493,서울독립문초등학교,390,독립문역 3호선,284,GS더프레시 무악현대점,329,HDC현대산업개발,1.11101E+13,17,15
무악동,인왕산아이파크,3,60,84.858,"134,500",2008,37.5770089,126.9574493,서울독립문초등학교,390,독립문역 3호선,284,GS더프레시 무악현대점,329,HDC현대산업개발,1.11101E+13,17,15
사직동,광화문스페이스본(101동~105동),5,9,95.88,"134,000",2008,37.5744263,126.9689015,서울매동초등학교,390,경복궁역 3호선,450,서서울농협하나로마트 사직점,101,풍림산업,1.11101E+13,5,14
무악동,인왕산아이파크,14,60,84.858,"133,000",2008,37.5770089,126.9574493,서울독립문초등학교,390,독립문역 3호선,284,GS더프레시 무악현대점,329,HDC현대산업개발,1.11101E+13,17,15
사직동,광화문스페이스본(101동~105동),14,9,94.51,"130,000",2008,37.5744263,126.9689015,서울매동초등학교,390,경복궁역 3호선,450,서서울농협하나로마트 사직점,101,풍림산업,1.11101E+13,5,14
무악동,인왕산아이파크,13,60,84.858,"130,000",2008,37.5770089,126.9574493,서울독립문초등학교,390,독립문역 3호선,284,GS더프레시 무악현대점,329,HDC현대산업개발,1.11101E+13,17,15
무악동,인왕산아이파크,1,60,84.858,"129,000",2008,37.5770089,126.9574493,서울독립문초등학교,390,독립문역 3호선,284,GS더프레시 무악현대점,329,HDC현대산업개발,1.11101E+13,17,15
숭인동,롯데캐슬천지인,11,76,112.54,"128,500",2004,37.5738554,127.0161891,오디세이학교,275,동묘앞역 1호선,72,홈플러스익스프레스 숭인점,38,롯데건설,1.11101E+13,2,30
무악동,인왕산아이파크,13,60,84.858,"127,000",2008,37.5770089,126.9574493,서울독립문초등학교,390,독립문역 3호선,284,GS더프레시 무악현대점,329,HDC현대산업개발,1.11101E+13,17,15
무악동,경희궁롯데캐슬,3,89,59.6737,"127,000",2019,37.5738242,126.9593223,서울독립문초등학교,99,독립문역 3호선,143,GS더프레시 무악현대점,61,롯데건설,1.11101E+13,4,15
무악동,현대,14,82,84.92,"126,990",2000,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,1.11101E+13,12,13
무악동,현대,10,82,84.92,"124,950",2000,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,1.11101E+13,12,13
인의동,효성쥬얼리시티,19,Feb-48,169.86,"124,000",2006,37.571498,126.9986561,서울효제초등학교,431,종로5가역 1호선,261,노브랜드 동대문두타몰점,939,효성건설,1.11101E+13,1,19
견지동,대성스카이렉스,7,110,149.8,"124,000",2008,37.5724295,126.9825282,서울교동초등학교,573,종각역 1호선,250,홈플러스익스프레스 광화문점,709,알 수 없음,1.11101E+13,1,15
무악동,현대,18,82,84.92,"123,460",2000,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,1.11101E+13,12,13
무악동,인왕산아이파크,9,60,84.858,"123,000",2008,37.5770089,126.9574493,서울독립문초등학교,390,독립문역 3호선,284,GS더프레시 무악현대점,329,HDC현대산업개발,1.11101E+13,17,15
무악동,인왕산아이파크,6,60,84.858,"123,000",2008,37.5770089,126.9574493,서울독립문초등학교,390,독립문역 3호선,284,GS더프레시 무악현대점,329,HDC현대산업개발,1.11101E+13,17,15
명륜2가,아남1,13,4,84.9,"122,000",1995,37.5855466,126.9994103,동성중학교,279,혜화역 4호선,448,홈플러스익스프레스 명륜2점,95,알 수 없음,1.11101E+13,3,20
숭인동,종로청계힐스테이트,6,766,114.7153,"121,500",2009,37.5760349,127.0211589,서울장로회신학,189,신설동역 우이신설선,189,GS더프레시 성북보문점,516,현대건설,1.11101E+13,6,13
무악동,인왕산아이파크,14,60,84.858,"121,000",2008,37.5770089,126.9574493,서울독립문초등학교,390,독립문역 3호선,284,GS더프레시 무악현대점,329,HDC현대산업개발,1.11101E+13,17,15
무악동,인왕산아이파크,14,60,84.858,"120,700",2008,37.5770089,126.9574493,서울독립문초등학교,390,독립문역 3호선,284,GS더프레시 무악현대점,329,HDC현대산업개발,1.11101E+13,17,15
무악동,인왕산아이파크,9,60,84.858,"120,000",2008,37.5770089,126.9574493,서울독립문초등학교,390,독립문역 3호선,284,GS더프레시 무악현대점,329,HDC현대산업개발,1.11101E+13,17,15
무악동,인왕산아이파크,2,60,84.858,"120,000",2008,37.5770089,126.9574493,서울독립문초등학교,390,독립문역 3호선,284,GS더프레시 무악현대점,329,HDC현대산업개발,1.11101E+13,17,15
무악동,인왕산아이파크,2,60,84.858,"120,000",2008,37.5770089,126.9574493,서울독립문초등학교,390,독립문역 3호선,284,GS더프레시 무악현대점,329,HDC현대산업개발,1.11101E+13,17,15
명륜2가,아남1,9,4,84.9,"120,000",1995,37.5855466,126.9994103,동성중학교,279,혜화역 4호선,448,홈플러스익스프레스 명륜2점,95,알 수 없음,1.11101E+13,3,20
숭인동,롯데캐슬천지인,25,76,112.54,"119,500",2004,37.5738554,127.0161891,오디세이학교,275,동묘앞역 1호선,72,홈플러스익스프레스 숭인점,38,롯데건설,1.11101E+13,2,30
무악동,인왕산아이파크,13,60,84.858,"118,500",2008,37.5770089,126.9574493,서울독립문초등학교,390,독립문역 3호선,284,GS더프레시 무악현대점,329,HDC현대산업개발,1.11101E+13,17,15
무악동,현대,4,82,114.9,"118,450",2000,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,1.11101E+13,12,13
명륜2가,아남1,18,4,84.9,"118,000",1995,37.5855466,126.9994103,동성중학교,279,혜화역 4호선,448,홈플러스익스프레스 명륜2점,95,알 수 없음,1.11101E+13,3,20
숭인동,종로청계힐스테이트,2,766,84.9478,"117,000",2009,37.5760349,127.0211589,서울장로회신학,189,신설동역 우이신설선,189,GS더프레시 성북보문점,516,현대건설,1.11101E+13,6,13
사직동,광화문스페이스본(101동~105동),3,9,94.51,"115,000",2008,37.5744263,126.9689015,서울매동초등학교,390,경복궁역 3호선,450,서서울농협하나로마트 사직점,101,풍림산업,1.11101E+13,5,14
교북동,경희궁자이(4단지),16,126,45.879,"115,000",2017,37.5715566,126.9614259,대신고등학교,219,독립문역 3호선,447,농협하나로유통 풍기인삼하나로마트 서대문점,151,GS건설,1.11101E+13,3,19
사직동,광화문스페이스본(101동~105동),4,9,94.51,"114,000",2008,37.5744263,126.9689015,서울매동초등학교,390,경복궁역 3호선,450,서서울농협하나로마트 사직점,101,풍림산업,1.11101E+13,5,14
명륜2가,아남1,19,4,84.9,"114,000",1995,37.5855466,126.9994103,동성중학교,279,혜화역 4호선,448,홈플러스익스프레스 명륜2점,95,알 수 없음,1.11101E+13,3,20
교북동,경희궁자이(4단지),8,126,45.879,"114,000",2017,37.5715566,126.9614259,대신고등학교,219,독립문역 3호선,447,농협하나로유통 풍기인삼하나로마트 서대문점,151,GS건설,1.11101E+13,3,19
창신동,두산,8,232,84.9,"112,500",1999,37.574221,127.0142935,서울창신초등학교,198,동묘앞역 1호선,214,홈플러스익스프레스 숭인점,143,알 수 없음,1.11101E+13,3,23
무악동,현대,6,82,84.92,"112,400",2000,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,1.11101E+13,12,13
숭인동,롯데캐슬천지인,26,76,84.95,"112,000",2004,37.5738554,127.0161891,오디세이학교,275,동묘앞역 1호선,72,홈플러스익스프레스 숭인점,38,롯데건설,1.11101E+13,2,30
명륜2가,아남1,19,4,84.9,"112,000",1995,37.5855466,126.9994103,동성중학교,279,혜화역 4호선,448,홈플러스익스프레스 명륜2점,95,알 수 없음,1.11101E+13,3,20
명륜2가,아남1,17,4,84.9,"111,500",1995,37.5855466,126.9994103,동성중학교,279,혜화역 4호선,448,홈플러스익스프레스 명륜2점,95,알 수 없음,1.11101E+13,3,20
